,industry,total_score,dummies
5621,fitness and dance facilities,10.46,1
5622,recreation,10.46,1
5623,hospitality,10.46,1
5624,sports teams and leagues,3.37,1
5625,hospitality,3.37,1
5626,accounting,3.45,1
5627,information services,10.49,1
5628,software development and design,10.48,1
5629,software,10.48,1
5630,engineering software,10.48,1
5631,business intelligence software(bi),10.48,1
5632,enterprise resource planning software(erp),10.48,1
5633,program development,3.41,1
5634,broadcast media,3.46,1
5635,internet,10.47,1
5636,online media,3.47,1
5637,education management,3.47,1
5638,information technology and services,3.39,1
5639,computer software,10.47,1
5640,education management,3.41,1
5641,marketing and advertising,10.45,1
5642,computer software,10.46,1
5643,information technology and services,10.45,1
5644,information technology and services,10.47,1
5645,online media,3.5,1
5646,information technology and services,10.48,1
5647,information technology and services,3.4,1
5648,software development and design,10.47,1
5649,software,10.47,1
5650,software development and design,10.41,1
5651,software,10.41,1
5652,engineering software,10.41,1
5653,business intelligence software(bi),10.41,1
5654,enterprise resource planning software(erp),10.41,1
5655,consumer services,3.45,1
5656,telecommunications,3.43,1
5657,computer software,10.48,1
5658,legal services,3.37,1
5659,internet,3.47,1
5660,insurance,3.47,1
5661,internet,10.42,1
5662,computer software,3.48,1
5663,computer software,2.46,1
5664,marketing and advertising,3.33,1
5665,computer software,3.47,1
5666,computer software,3.43,1
5667,custom software and technical consulting,3.42,1
5668,software,3.42,1
5669,training,3.4,1
5670,education,3.4,1
5671,computer software,3.45,1
5672,software development and design,3.4,1
5673,software,3.4,1
5674,business services,3.4,1
5675,security software,3.4,1
5676,storage and system management software,3.4,1
5677,internet,3.32,1
5678,real estate,3.45,1
5679,health,3.44,1
5680,wellness and fitness,3.44,1
5681,financial services,10.47,1
5682,engineering software,10.48,1
5683,software development and design,10.48,1
5684,software,10.48,1
5685,training,10.48,1
5686,education,10.48,1
5687,internet,3.43,1
5688,internet,10.45,1
5689,international affairs,3.47,1
5690,information technology and services,10.49,1
5691,printing,3.42,1
5692,airlines/aviation,10.44,1
5693,information technology and services,3.47,1
5694,computer software,10.48,1
5695,executive office,3.44,1
5696,computer software,10.51,1
5697,marketing and advertising,10.47,1
5698,charitable organizations and foundations,10.47,1
5699,organizations,10.47,1
5700,publishing,10.47,1
5701,media and internet,10.47,1
5702,religious organizations,10.47,1
5703,marketing and advertising,10.46,1
5704,telecommunications,3.41,1
5705,information technology and services,2.45,1
5706,engineering software,3.47,1
5707,software development and design,3.47,1
5708,software,3.47,1
5709,information collection and delivery,3.47,1
5710,media and internet,3.47,1
5711,search engines and internet portals,10.45,1
5712,media and internet,10.45,1
5713,internet,10.47,1
5714,computer software,3.36,1
5715,computer software,10.47,1
5716,marketing and advertising,10.46,1
5717,computer software,3.44,1
5718,e-learning,3.5,1
5719,banking,10.3,1
5720,finance,10.3,1
5721,computer software,4.35,1
5722,computer software,3.38,1
5723,industrial automation,10.45,1
5724,wireless,3.45,1
5725,toys and games,10.48,1
5726,manufacturing,10.48,1
5727,software development and design,10.48,1
5728,software,10.48,1
5729,marketing and advertising,10.46,1
5730,internet,10.48,1
5731,education management,3.46,1
5732,financial services,10.47,1
5733,engineering software,3.49,1
5734,software development and design,3.49,1
5735,software,3.49,1
5736,information collection and delivery,3.49,1
5737,media and internet,3.49,1
5738,electrical/electronic manufacturing,3.47,1
5739,retail,10.49,1
5740,its,3.42,1
5741,mechanical or industrial engineering,3.47,1
5742,renewables and environment,3.41,1
5743,internet,3.46,1
5744,hospitality,3.47,1
5745,information technology and services,10.48,1
5746,software development and design,3.42,1
5747,software,3.42,1
5748,engineering software,3.42,1
5749,business intelligence software(bi),3.42,1
5750,enterprise resource planning software(erp),3.42,1
5751,e-learning,3.43,1
5752,management consulting,3.42,1
5753,information technology and services,3.44,1
5754,computer hardware,3.46,1
5755,engineering software,3.37,1
5756,software development and design,3.37,1
5757,software,3.37,1
5758,media and internet,10.47,1
5759,information collection and delivery,10.47,1
5760,search engines and internet portals,10.47,1
5761,furniture,3.45,1
5762,search engines and internet portals,10.45,1
5763,media and internet,10.45,1
5764,software development and design,10.48,1
5765,software,10.48,1
5766,information and document management,10.48,1
5767,business services,10.48,1
5768,engineering software,10.48,1
5769,marketing and advertising,10.46,1
5770,software development and design,2.46,1
5771,software,2.46,1
5772,engineering software,2.46,1
5773,computer games,3.47,1
5774,computer software,3.37,1
5775,internet,3.48,1
5776,insurance,3.41,1
5777,software development and design,3.47,1
5778,software,3.47,1
5779,computer software,10.46,1
5780,education management,10.47,1
5781,computer software,3.46,1
5782,gambling and casinos,10.47,1
5783,computer networking,3.4,1
5784,government,3.41,1
5785,consumer goods,3.5,1
5786,utilities,10.47,1
5787,marketing and advertising,3.38,1
5788,education management,3.46,1
5789,information technology and services,3.48,1
5790,retail,10.49,1
5791,research,3.47,1
5792,education management,3.43,1
5793,entertainment,3.46,1
5794,computer hardware,3.4,1
5795,computer software,10.48,1
5796,computer software,3.33,1
5797,information technology and services,3.4,1
5798,information services,3.43,1
5799,computer games,10.47,1
5800,its,3.48,1
5801,internet,10.47,1
5802,computer software,3.46,1
5803,information technology and services,10.47,1
5804,computer software,10.47,1
5805,information technology and services,10.45,1
5806,education management,3.42,1
5807,computer software,3.49,1
5808,software development and design,10.53,1
5809,software,10.53,1
5810,engineering software,10.53,1
5811,business intelligence software(bi),10.53,1
5812,enterprise resource planning software(erp),10.53,1
5813,software development and design,3.33,1
5814,software,3.33,1
5815,engineering software,3.33,1
5816,business intelligence software(bi),3.33,1
5817,enterprise resource planning software(erp),3.33,1
5818,internet,10.48,1
5819,publishing,3.46,1
5820,computer software,10.45,1
5821,consumer electronics,3.46,1
5822,information technology and services,10.47,1
5823,consumer electronics,10.46,1
5824,computer games,10.48,1
5825,information technology and services,10.41,1
5826,computer software,3.47,1
5827,information technology and services,3.44,1
5828,information technology and services,2.46,1
5829,information technology and services,3.47,1
5830,computer software,4.34,1
5831,information services,3.45,1
5832,nonprofit organization management,3.46,1
5833,computer software,3.44,1
5834,construction,4.4,1
5835,commercial and residential construction,4.4,1
5836,architecture,4.4,1
5837,engineering and design,4.4,1
5838,computer software,3.42,1
5839,internet,10.48,1
5840,marketing and advertising,10.47,1
5841,real estate,3.45,1
5842,internet,3.45,1
5843,information technology and services,3.4,1
5844,telecommunications,2.45,1
5845,internet,3.44,1
5846,educational software,10.48,1
5847,computer software,3.13,1
5848,computer software,3.43,1
5849,telecommunications,10.41,1
5850,oil and energy,10.35,1
5851,internet,3.39,1
5852,computer software,2.45,1
5853,newspapers and news services,3.42,1
5854,media and internet,3.42,1
5855,sports,3.4,1
5856,information technology and services,10.46,1
5857,medical devices and equipment,3.46,1
5858,manufacturing,3.46,1
5859,internet,10.43,1
5860,finacial services,10.44,1
5861,management consulting,3.45,1
5862,management consulting,3.43,1
5863,financial services,3.41,1
5864,design,10.47,1
5865,internet,3.43,1
5866,computer software,3.43,1
5867,hospital and health care,3.48,1
5868,computer software,10.49,1
5869,information technology and services,3.43,1
5870,internet,10.31,1
5871,internet,3.4,1
5872,leisure,3.17,1
5873,travel and tourism,3.17,1
5874,textiles,10.48,1
5875,information technology and services,10.45,1
5876,hospital and health care,3.43,1
5877,internet,3.46,1
5878,information technology and services,3.44,1
5879,computer software,3.44,1
5880,electrical/electronic manufacturing,10.45,1
5881,publishing,3.44,1
5882,marketing and advertising,10.47,1
5883,design,3.3,1
5884,consumer electronics,3.46,1
5885,higher education,3.48,1
5886,real estate,4.47,1
5887,computer software,2.46,1
5888,software development and design,3.46,1
5889,software,3.46,1
5890,metals and minerals,3.46,1
5891,manufacturing,3.46,1
5892,metals and mining,3.46,1
5893,energy,3.46,1
5894,utilities and waste treatment,3.46,1
5895,internet,3.43,1
5896,software development and design,4.48,1
5897,software,4.48,1
5898,drug stores and pharmacies,4.48,1
5899,retail,4.48,1
5900,healthcare,4.48,1
5901,biotechnology,4.48,1
5902,drug manufacturing and research,4.48,1
5903,pharmaceuticals,4.48,1
5904,hospitals and clinics,4.48,1
5905,supply chain management software(scm),4.48,1
5906,healthcare software,4.48,1
5907,marketing and advertising,3.41,1
5908,computer games,10.47,1
5909,computer software,10.55,1
5910,health,10.45,1
5911,wellness and fitness,10.45,1
5912,information technology and services,2.44,1
5913,legal services,3.43,1
5914,religious institutions,3.44,1
5915,apparel retail,3.44,1
5916,telecommunications,10.47,1
5917,telephony and wireless,10.47,1
5918,information technology and services,10.44,1
5919,internet,3.47,1
5920,information technology and services,3.45,1
5921,computer software,10.33,1
5922,b2b,10.46,1
5923,professional services,10.46,1
5924,retail,10.45,1
5925,insurance,3.45,1
5926,software development and design,4.44,1
5927,software,4.44,1
5928,newspapers and news services,4.44,1
5929,publishing,4.44,1
5930,media and internet,4.44,1
5931,custom software and technical consulting,4.44,1
5932,transportation,4.44,1
5933,internet,10.47,1
5934,computer software,10.46,1
5935,consumer electronics,10.49,1
5936,industrial automation,3.47,1
5937,consumer electronics,3.42,1
5938,food and beverages,3.41,1
5939,health care,3.45,1
5940,information technology and services,3.43,1
5941,civic and social organization,10.44,1
5942,architecture and planning,3.44,1
5943,computer software,3.39,1
5944,international affairs,3.44,1
5945,information technologies and services,10.43,1
5946,marketing and advertising,3.44,1
5947,wireless,3.44,1
5948,hospital and health care,10.48,1
5949,e-learning,10.48,1
5950,consumer electronics,10.47,1
5951,engineering software,10.48,1
5952,software development and design,10.48,1
5953,software,10.48,1
5954,internet,10.41,1
5955,consumer electronics,10.49,1
5956,design,3.43,1
5957,publishing,3.44,1
5958,hospital and health care,10.4,1
5959,consumer goods,3.45,1
5960,internet,3.47,1
5961,real state,3.44,1
5962,internet,3.38,1
5963,human resource,3.13,1
5964,crowdsourcing,10.47,1
5965,recruiti,10.47,1
5966,financial services,10.3,1
5967,retail,3.32,1
5968,computer networking,10.49,1
5969,management consulting,10.47,1
5970,acounting,10.45,1
5971,higher education,3.46,1
5972,information technology and services,3.45,1
5973,computer software,10.5,1
5974,information technology and services,10.46,1
5975,information technology and services,3.44,1
5976,accounting,10.45,1
5977,nformation technology and services,3.42,1
5978,information technology and services,3.46,1
5979,computer software,3.41,1
5980,higher education,3.42,1
5981,consumer electronics,3.48,1
5982,computer software,3.47,1
5983,software development and design,2.46,1
5984,software,2.46,1
5985,software development and design,2.46,1
5986,software,2.46,1
5987,engineering software,2.46,1
5988,content and collaboration software,2.46,1
5989,information technology and services,10.49,1
5990,e-learning,3.37,1
5991,computer software,10.46,1
5992,media production,4.38,1
5993,computer software,3.46,1
5994,financial services,3.19,1
5995,information technology and services,10.48,1
5996,computer software,10.39,1
5997,financial services,3.45,1
5998,information technology and services,3.45,1
5999,internet,3.45,1
6000,internet,10.45,1
6001,data visualization,10.45,1
6002,public safety,10.45,1
6003,software development and design,3.47,1
